Action,Comedy,Documentary,Drama,Family,Horror,Romance,Thriller
0.23,0.18,0.004,0.166,0.096,0.176,0.074,0.074
0.066,0.202,0.018,0.318,0.048,0.082,0.15,0.116
0.044,0.074,0.024,0.578,0.066,0.018,0.154,0.042
0.018,0.036,0.006,0.716,0.0,0.01,0.176,0.038
0.028,0.038,0.002,0.73,0.008,0.032,0.1,0.062
0.082,0.132,0.016,0.34,0.02,0.112,0.126,0.172
0.054,0.29,0.002,0.202,0.018,0.114,0.182,0.138
0.084,0.336,0.0,0.198,0.02,0.094,0.072,0.196
0.038,0.092,0.0,0.574,0.002,0.026,0.206,0.062
0.104,0.372,0.0,0.138,0.02,0.014,0.254,0.098
0.07,0.296,0.0,0.234,0.012,0.044,0.238,0.106
0.266,0.112,0.002,0.294,0.026,0.122,0.084,0.094
0.168,0.364,0.0,0.16,0.008,0.16,0.062,0.078
0.108,0.07,0.452,0.156,0.066,0.04,0.076,0.032
0.39,0.09,0.038,0.078,0.318,0.014,0.048,0.024
0.084,0.088,0.0,0.452,0.004,0.102,0.116,0.154
0.07,0.31,0.002,0.276,0.044,0.032,0.162,0.104
0.06,0.176,0.004,0.412,0.014,0.058,0.194,0.082
0.42,0.078,0.008,0.196,0.042,0.046,0.084,0.126
0.202,0.138,0.0,0.164,0.032,0.048,0.148,0.268
0.066,0.08,0.048,0.474,0.014,0.01,0.216,0.092
0.058,0.064,0.002,0.604,0.008,0.046,0.136,0.082
0.024,0.248,0.0,0.472,0.004,0.06,0.114,0.078
0.028,0.084,0.0,0.584,0.004,0.036,0.15,0.114
0.06,0.132,0.0,0.562,0.002,0.01,0.152,0.082
0.028,0.17,0.002,0.396,0.006,0.092,0.184,0.122
0.042,0.08,0.008,0.288,0.014,0.008,0.548,0.012
0.054,0.148,0.09,0.466,0.036,0.022,0.15,0.034
0.072,0.086,0.392,0.236,0.054,0.014,0.1,0.046
0.076,0.278,0.022,0.234,0.012,0.128,0.104,0.146
0.14,0.166,0.0,0.236,0.02,0.192,0.098,0.148
0.23,0.184,0.004,0.202,0.016,0.128,0.086,0.15
0.318,0.088,0.006,0.42,0.008,0.02,0.09,0.05
0.092,0.09,0.008,0.262,0.026,0.186,0.056,0.28
0.042,0.084,0.022,0.614,0.034,0.032,0.138,0.034
0.096,0.044,0.0,0.55,0.01,0.01,0.102,0.188
0.508,0.088,0.0,0.104,0.114,0.02,0.062,0.104
0.266,0.064,0.006,0.44,0.002,0.008,0.168,0.046
0.234,0.056,0.016,0.374,0.01,0.016,0.21,0.084
0.256,0.078,0.0,0.148,0.002,0.108,0.022,0.386
0.058,0.236,0.0,0.384,0.026,0.01,0.21,0.076
0.068,0.31,0.0,0.272,0.02,0.03,0.23,0.07
0.06,0.14,0.028,0.37,0.046,0.058,0.242,0.056
0.164,0.144,0.004,0.278,0.016,0.096,0.15,0.148
0.112,0.216,0.002,0.27,0.134,0.106,0.094,0.066
0.036,0.026,0.01,0.726,0.006,0.01,0.16,0.026
0.2,0.122,0.006,0.198,0.016,0.208,0.05,0.2
0.052,0.122,0.01,0.516,0.01,0.02,0.23,0.04
0.082,0.342,0.0,0.22,0.006,0.13,0.05,0.17
0.066,0.144,0.052,0.232,0.064,0.222,0.048,0.172
0.206,0.078,0.008,0.038,0.592,0.02,0.026,0.032
0.016,0.062,0.002,0.624,0.0,0.058,0.168,0.07
0.07,0.38,0.0,0.208,0.024,0.006,0.244,0.068
0.09,0.222,0.0,0.284,0.006,0.1,0.158,0.14
0.07,0.09,0.0,0.556,0.0,0.022,0.102,0.16
0.014,0.092,0.002,0.494,0.022,0.02,0.266,0.09
0.08,0.146,0.0,0.23,0.02,0.32,0.106,0.098
0.088,0.254,0.058,0.302,0.058,0.042,0.138,0.06
0.126,0.072,0.01,0.484,0.01,0.014,0.162,0.122
0.132,0.176,0.004,0.048,0.568,0.03,0.012,0.03
0.208,0.21,0.002,0.158,0.03,0.066,0.088,0.238
0.096,0.254,0.004,0.268,0.094,0.126,0.1,0.058
0.412,0.074,0.0,0.132,0.006,0.164,0.028,0.184
0.23,0.098,0.018,0.32,0.018,0.064,0.176,0.076
0.04,0.138,0.004,0.374,0.002,0.122,0.142,0.178
0.11,0.12,0.0,0.432,0.004,0.038,0.13,0.166
0.02,0.168,0.006,0.562,0.024,0.024,0.158,0.038
0.1,0.062,0.0,0.494,0.012,0.064,0.094,0.174
0.108,0.132,0.006,0.172,0.01,0.288,0.09,0.194
0.038,0.07,0.002,0.554,0.002,0.08,0.086,0.168
0.108,0.028,0.004,0.706,0.002,0.014,0.084,0.054
0.026,0.182,0.0,0.558,0.004,0.018,0.122,0.09
0.114,0.222,0.0,0.088,0.014,0.334,0.11,0.118
0.066,0.108,0.274,0.296,0.044,0.036,0.142,0.034
0.114,0.116,0.002,0.436,0.012,0.05,0.174,0.096
0.026,0.204,0.006,0.442,0.004,0.03,0.234,0.054
0.14,0.152,0.076,0.382,0.026,0.05,0.146,0.028
0.074,0.122,0.02,0.55,0.016,0.02,0.164,0.034
0.054,0.06,0.0,0.648,0.002,0.006,0.152,0.078
0.058,0.09,0.004,0.558,0.052,0.01,0.172,0.056
0.174,0.08,0.388,0.078,0.242,0.012,0.022,0.004
0.266,0.282,0.0,0.082,0.082,0.016,0.126,0.146
0.314,0.088,0.002,0.258,0.036,0.084,0.136,0.082
0.08,0.06,0.002,0.44,0.01,0.088,0.162,0.158
0.23,0.23,0.014,0.322,0.01,0.046,0.07,0.078
0.462,0.128,0.0,0.094,0.096,0.02,0.068,0.132
0.066,0.182,0.018,0.402,0.072,0.05,0.084,0.126
0.074,0.146,0.0,0.184,0.01,0.256,0.13,0.2
0.072,0.138,0.008,0.53,0.016,0.02,0.154,0.062
0.072,0.08,0.002,0.16,0.046,0.446,0.038,0.156
0.084,0.078,0.0,0.12,0.022,0.486,0.024,0.186
0.148,0.08,0.006,0.356,0.094,0.046,0.166,0.104
0.128,0.114,0.002,0.39,0.004,0.088,0.092,0.182
0.066,0.382,0.0,0.154,0.026,0.016,0.31,0.046
0.05,0.078,0.006,0.304,0.002,0.178,0.102,0.28
0.072,0.346,0.012,0.15,0.144,0.048,0.152,0.076
0.292,0.11,0.014,0.206,0.012,0.204,0.084,0.078
0.04,0.23,0.0,0.206,0.022,0.05,0.36,0.092
0.026,0.176,0.008,0.536,0.004,0.032,0.132,0.086
0.114,0.188,0.01,0.32,0.092,0.032,0.23,0.014
0.154,0.134,0.018,0.214,0.018,0.01,0.4,0.052
0.046,0.328,0.0,0.242,0.01,0.064,0.19,0.12
0.25,0.192,0.024,0.194,0.068,0.068,0.096,0.108
0.02,0.046,0.0,0.678,0.006,0.022,0.1,0.128
0.12,0.226,0.0,0.306,0.034,0.092,0.106,0.116
0.086,0.238,0.0,0.162,0.032,0.172,0.06,0.25
0.038,0.12,0.0,0.214,0.008,0.01,0.598,0.012
0.136,0.068,0.006,0.456,0.008,0.018,0.264,0.044
0.178,0.1,0.006,0.526,0.006,0.024,0.11,0.05
0.112,0.18,0.068,0.39,0.07,0.03,0.142,0.008
0.068,0.134,0.0,0.358,0.028,0.166,0.15,0.096
0.036,0.054,0.004,0.296,0.004,0.006,0.59,0.01
0.078,0.158,0.124,0.324,0.02,0.126,0.11,0.06
0.206,0.148,0.024,0.318,0.012,0.12,0.096,0.076
0.444,0.138,0.0,0.14,0.016,0.028,0.03,0.204
0.028,0.102,0.008,0.552,0.006,0.058,0.148,0.098
0.1,0.03,0.032,0.646,0.002,0.0,0.156,0.034
0.054,0.146,0.018,0.354,0.032,0.112,0.198,0.086
0.048,0.116,0.0,0.384,0.004,0.126,0.084,0.238
0.11,0.058,0.024,0.576,0.008,0.01,0.166,0.048
0.072,0.048,0.0,0.636,0.018,0.008,0.18,0.038
0.306,0.158,0.002,0.142,0.196,0.038,0.076,0.082
0.162,0.338,0.0,0.224,0.04,0.07,0.066,0.1
0.128,0.224,0.002,0.34,0.012,0.046,0.132,0.116
0.048,0.048,0.002,0.716,0.008,0.01,0.116,0.052
0.072,0.174,0.008,0.37,0.014,0.08,0.172,0.11
0.024,0.034,0.002,0.722,0.004,0.008,0.152,0.054
0.08,0.064,0.036,0.476,0.004,0.05,0.222,0.068
0.104,0.17,0.004,0.37,0.034,0.084,0.192,0.042
0.074,0.156,0.0,0.188,0.01,0.374,0.044,0.154
0.492,0.086,0.0,0.146,0.018,0.018,0.086,0.154
0.032,0.12,0.018,0.46,0.012,0.012,0.282,0.064
0.042,0.11,0.002,0.6,0.036,0.006,0.158,0.046
0.06,0.11,0.006,0.11,0.014,0.416,0.026,0.258
0.13,0.11,0.006,0.078,0.544,0.024,0.076,0.032
0.558,0.038,0.002,0.112,0.024,0.006,0.016,0.244
0.456,0.152,0.0,0.112,0.016,0.09,0.03,0.144
0.036,0.094,0.0,0.586,0.008,0.02,0.168,0.088
0.242,0.322,0.008,0.152,0.024,0.09,0.112,0.05
0.158,0.168,0.002,0.214,0.218,0.04,0.132,0.068
0.154,0.136,0.0,0.224,0.0,0.254,0.044,0.188
0.072,0.13,0.0,0.33,0.006,0.084,0.054,0.324
0.118,0.352,0.0,0.136,0.032,0.166,0.058,0.138
0.034,0.19,0.004,0.434,0.038,0.034,0.178,0.088
0.08,0.164,0.01,0.328,0.132,0.088,0.134,0.064
0.362,0.108,0.008,0.252,0.012,0.02,0.178,0.06
0.158,0.086,0.038,0.392,0.022,0.104,0.086,0.114
0.034,0.072,0.004,0.51,0.008,0.092,0.064,0.216
0.036,0.09,0.492,0.216,0.028,0.024,0.068,0.046
0.186,0.058,0.0,0.408,0.018,0.068,0.092,0.17
0.214,0.242,0.008,0.31,0.026,0.04,0.132,0.028
0.098,0.168,0.004,0.328,0.004,0.076,0.068,0.254
0.052,0.094,0.004,0.434,0.008,0.104,0.226,0.078
0.396,0.046,0.0,0.11,0.006,0.208,0.022,0.212
0.076,0.168,0.0,0.318,0.006,0.048,0.308,0.076
0.068,0.172,0.002,0.444,0.006,0.014,0.19,0.104
0.106,0.106,0.002,0.484,0.012,0.064,0.086,0.14
0.114,0.092,0.35,0.254,0.038,0.028,0.068,0.056
0.152,0.352,0.0,0.188,0.022,0.086,0.064,0.136
0.058,0.046,0.0,0.706,0.0,0.026,0.082,0.082
0.132,0.134,0.002,0.294,0.012,0.146,0.16,0.12
0.174,0.426,0.0,0.124,0.036,0.092,0.082,0.066
0.056,0.126,0.006,0.47,0.012,0.058,0.134,0.138
0.08,0.116,0.01,0.164,0.04,0.32,0.044,0.226
0.182,0.106,0.002,0.182,0.018,0.218,0.04,0.252
0.45,0.062,0.002,0.23,0.02,0.006,0.086,0.144
0.04,0.11,0.004,0.504,0.006,0.072,0.128,0.136
0.128,0.3,0.002,0.224,0.022,0.148,0.064,0.112
0.162,0.108,0.036,0.416,0.008,0.07,0.086,0.114
0.176,0.242,0.006,0.224,0.064,0.092,0.054,0.142
0.108,0.128,0.0,0.254,0.006,0.254,0.06,0.19
0.228,0.204,0.002,0.192,0.026,0.178,0.104,0.066
0.152,0.124,0.026,0.4,0.008,0.074,0.166,0.05
0.022,0.094,0.01,0.398,0.008,0.068,0.278,0.122
0.106,0.24,0.006,0.108,0.022,0.378,0.038,0.102
0.116,0.114,0.03,0.428,0.002,0.026,0.144,0.14
0.072,0.068,0.006,0.57,0.01,0.038,0.12,0.116
0.258,0.074,0.0,0.11,0.016,0.096,0.07,0.376
0.118,0.13,0.0,0.298,0.008,0.024,0.116,0.306
0.064,0.114,0.008,0.46,0.026,0.056,0.164,0.108
0.058,0.204,0.02,0.406,0.056,0.03,0.13,0.096
0.106,0.304,0.002,0.184,0.02,0.098,0.088,0.198
0.208,0.082,0.008,0.2,0.062,0.222,0.074,0.144
0.03,0.046,0.0,0.792,0.0,0.006,0.096,0.03
0.242,0.08,0.0,0.158,0.028,0.034,0.042,0.416
0.092,0.078,0.028,0.048,0.71,0.01,0.02,0.014
0.15,0.186,0.01,0.222,0.034,0.11,0.156,0.132
0.06,0.122,0.266,0.18,0.14,0.032,0.156,0.044
0.084,0.192,0.012,0.238,0.084,0.104,0.1,0.186
0.04,0.388,0.0,0.24,0.006,0.064,0.096,0.166
0.042,0.096,0.042,0.606,0.016,0.022,0.14,0.036
0.284,0.23,0.01,0.176,0.05,0.124,0.042,0.084
0.068,0.13,0.006,0.45,0.008,0.036,0.226,0.076
0.122,0.058,0.008,0.374,0.004,0.03,0.356,0.048
0.124,0.152,0.05,0.352,0.126,0.06,0.108,0.028
0.09,0.064,0.004,0.508,0.004,0.014,0.226,0.09
0.076,0.026,0.0,0.586,0.002,0.026,0.098,0.186
0.24,0.026,0.0,0.116,0.566,0.004,0.042,0.006
0.058,0.31,0.032,0.362,0.022,0.046,0.11,0.06
0.046,0.074,0.006,0.566,0.014,0.014,0.228,0.052
0.03,0.128,0.0,0.438,0.002,0.1,0.05,0.252
0.076,0.276,0.0,0.214,0.06,0.138,0.098,0.138
0.096,0.294,0.016,0.2,0.014,0.088,0.162,0.13
0.14,0.044,0.008,0.556,0.004,0.012,0.188,0.048
0.072,0.108,0.214,0.39,0.018,0.026,0.128,0.044
0.18,0.178,0.198,0.154,0.05,0.1,0.078,0.062
0.2,0.258,0.006,0.192,0.072,0.088,0.08,0.104
0.146,0.038,0.008,0.028,0.712,0.016,0.034,0.018
0.05,0.196,0.002,0.25,0.016,0.15,0.09,0.246
0.03,0.082,0.0,0.37,0.004,0.008,0.442,0.064
0.07,0.05,0.0,0.218,0.002,0.362,0.036,0.262
0.028,0.162,0.004,0.57,0.014,0.01,0.17,0.042
0.024,0.24,0.0,0.382,0.008,0.054,0.12,0.172
0.09,0.094,0.004,0.332,0.046,0.146,0.09,0.198
0.282,0.078,0.008,0.328,0.018,0.044,0.136,0.106
0.188,0.144,0.01,0.13,0.044,0.324,0.052,0.108
0.164,0.246,0.014,0.224,0.036,0.082,0.152,0.082
0.112,0.14,0.002,0.13,0.046,0.386,0.048,0.136
0.072,0.154,0.0,0.378,0.062,0.068,0.16,0.106
0.298,0.18,0.026,0.196,0.07,0.088,0.044,0.098
0.076,0.078,0.0,0.59,0.0,0.02,0.154,0.082
0.044,0.258,0.0,0.226,0.046,0.16,0.164,0.102
0.118,0.122,0.0,0.32,0.066,0.034,0.222,0.118
0.188,0.056,0.002,0.134,0.384,0.018,0.188,0.03
0.044,0.14,0.004,0.292,0.01,0.116,0.354,0.04
0.25,0.254,0.0,0.076,0.278,0.016,0.064,0.062
0.048,0.232,0.004,0.316,0.016,0.024,0.326,0.034
0.146,0.15,0.038,0.378,0.02,0.058,0.182,0.028
0.198,0.194,0.008,0.114,0.024,0.298,0.022,0.142
0.09,0.164,0.006,0.368,0.012,0.03,0.228,0.102
0.06,0.052,0.552,0.188,0.014,0.032,0.058,0.044
0.156,0.256,0.0,0.17,0.082,0.102,0.1,0.134
0.058,0.248,0.0,0.248,0.006,0.038,0.196,0.206
0.038,0.552,0.0,0.136,0.008,0.042,0.126,0.098
0.236,0.102,0.0,0.092,0.02,0.444,0.044,0.062
0.022,0.052,0.018,0.598,0.014,0.006,0.266,0.024
0.18,0.18,0.042,0.222,0.07,0.074,0.142,0.09
0.074,0.106,0.014,0.534,0.008,0.036,0.172,0.056
0.094,0.042,0.006,0.63,0.016,0.026,0.148,0.038
0.156,0.092,0.008,0.062,0.576,0.016,0.062,0.028
0.1,0.102,0.0,0.502,0.01,0.014,0.174,0.098
0.036,0.26,0.0,0.282,0.004,0.014,0.36,0.044
0.108,0.224,0.0,0.166,0.138,0.176,0.092,0.096
0.046,0.03,0.002,0.728,0.002,0.018,0.112,0.062
0.032,0.1,0.0,0.642,0.006,0.018,0.164,0.038
0.11,0.196,0.0,0.292,0.026,0.08,0.23,0.066
0.354,0.14,0.0,0.118,0.016,0.118,0.078,0.176
0.036,0.138,0.0,0.474,0.006,0.026,0.102,0.218
0.056,0.2,0.0,0.274,0.006,0.12,0.116,0.228
0.098,0.114,0.006,0.164,0.02,0.318,0.068,0.212
0.046,0.136,0.074,0.352,0.008,0.148,0.134,0.102
0.054,0.054,0.026,0.532,0.026,0.026,0.25,0.032
0.12,0.108,0.024,0.468,0.018,0.052,0.152,0.058
0.042,0.118,0.002,0.342,0.014,0.268,0.08,0.134
0.072,0.348,0.002,0.164,0.026,0.092,0.132,0.164
0.092,0.026,0.004,0.634,0.0,0.052,0.122,0.07
0.09,0.116,0.222,0.344,0.036,0.068,0.082,0.042
0.084,0.208,0.002,0.254,0.014,0.09,0.206,0.142
0.364,0.086,0.004,0.122,0.026,0.16,0.024,0.214
0.09,0.036,0.028,0.47,0.012,0.034,0.29,0.04
0.19,0.118,0.024,0.21,0.028,0.172,0.1,0.158
0.056,0.134,0.0,0.274,0.024,0.116,0.286,0.11
0.108,0.112,0.0,0.26,0.012,0.04,0.172,0.296
0.058,0.238,0.024,0.362,0.024,0.038,0.162,0.094
0.056,0.092,0.0,0.302,0.002,0.022,0.39,0.136
0.1,0.334,0.0,0.244,0.034,0.092,0.098,0.098
0.06,0.104,0.006,0.618,0.004,0.008,0.178,0.022
0.28,0.102,0.0,0.172,0.026,0.184,0.08,0.156
0.082,0.152,0.016,0.442,0.016,0.028,0.15,0.114
0.076,0.278,0.0,0.17,0.036,0.202,0.098,0.14
0.278,0.058,0.006,0.124,0.354,0.006,0.126,0.048
0.026,0.106,0.008,0.666,0.004,0.028,0.112,0.05
0.088,0.066,0.008,0.468,0.006,0.072,0.23,0.062
0.09,0.286,0.006,0.27,0.042,0.054,0.202,0.05
0.162,0.274,0.004,0.114,0.084,0.212,0.062,0.088
0.11,0.064,0.004,0.152,0.02,0.5,0.02,0.13
0.084,0.046,0.0,0.52,0.0,0.038,0.058,0.254
0.034,0.148,0.0,0.334,0.002,0.02,0.378,0.084
0.092,0.344,0.0,0.31,0.022,0.038,0.114,0.08
0.182,0.216,0.01,0.24,0.034,0.102,0.156,0.06
0.054,0.352,0.0,0.216,0.02,0.048,0.21,0.1
0.054,0.176,0.0,0.358,0.01,0.036,0.17,0.196
0.06,0.164,0.002,0.472,0.016,0.046,0.174,0.066
0.044,0.212,0.042,0.366,0.036,0.046,0.192,0.062
0.052,0.054,0.006,0.58,0.004,0.052,0.11,0.142
0.074,0.086,0.018,0.528,0.016,0.032,0.214,0.032
0.172,0.074,0.124,0.366,0.046,0.026,0.102,0.09
0.198,0.094,0.004,0.34,0.07,0.02,0.154,0.12
0.072,0.07,0.0,0.57,0.034,0.006,0.182,0.066
0.092,0.19,0.002,0.302,0.016,0.082,0.154,0.162
0.034,0.08,0.0,0.572,0.0,0.02,0.174,0.12
0.322,0.1,0.0,0.18,0.01,0.088,0.036,0.264
0.052,0.288,0.0,0.254,0.008,0.132,0.186,0.08
0.614,0.014,0.0,0.082,0.002,0.002,0.006,0.28
0.014,0.248,0.186,0.36,0.046,0.032,0.07,0.044
0.118,0.024,0.004,0.046,0.736,0.008,0.054,0.01
0.198,0.16,0.002,0.224,0.07,0.066,0.074,0.206
0.164,0.062,0.01,0.478,0.028,0.016,0.194,0.048
0.27,0.092,0.0,0.144,0.014,0.308,0.036,0.136
0.186,0.304,0.002,0.118,0.092,0.144,0.06,0.094
0.176,0.058,0.0,0.608,0.0,0.006,0.034,0.118
0.442,0.088,0.0,0.128,0.024,0.03,0.05,0.238
0.106,0.178,0.0,0.266,0.008,0.168,0.072,0.202
0.098,0.234,0.0,0.214,0.036,0.23,0.076,0.112
0.042,0.048,0.006,0.128,0.018,0.564,0.022,0.172
0.062,0.068,0.428,0.136,0.186,0.026,0.066,0.028
0.3,0.12,0.006,0.318,0.014,0.026,0.108,0.108
0.1,0.166,0.094,0.134,0.444,0.008,0.028,0.026
0.108,0.24,0.016,0.34,0.032,0.05,0.148,0.066
0.194,0.16,0.01,0.266,0.034,0.12,0.15,0.066
0.296,0.098,0.03,0.27,0.042,0.048,0.13,0.086
0.042,0.18,0.0,0.28,0.018,0.242,0.106,0.132
0.046,0.054,0.012,0.578,0.002,0.072,0.176,0.06
0.1,0.006,0.008,0.038,0.764,0.0,0.058,0.026
0.312,0.164,0.046,0.18,0.06,0.102,0.054,0.082
0.108,0.134,0.11,0.332,0.016,0.034,0.202,0.064
0.1,0.146,0.012,0.358,0.034,0.08,0.13,0.14
0.184,0.076,0.004,0.158,0.02,0.182,0.026,0.35
0.09,0.03,0.006,0.694,0.008,0.012,0.148,0.012
0.022,0.026,0.004,0.666,0.002,0.026,0.182,0.072
0.178,0.148,0.012,0.222,0.18,0.038,0.158,0.064
0.106,0.442,0.002,0.14,0.056,0.148,0.066,0.04
0.04,0.536,0.0,0.146,0.0,0.058,0.126,0.094
0.056,0.138,0.342,0.196,0.104,0.068,0.064,0.032
0.05,0.158,0.002,0.512,0.036,0.044,0.14,0.058
0.082,0.308,0.0,0.252,0.034,0.062,0.152,0.11
0.184,0.206,0.002,0.228,0.014,0.078,0.038,0.25
0.198,0.044,0.006,0.292,0.006,0.026,0.354,0.074
0.128,0.058,0.008,0.232,0.02,0.176,0.078,0.3
0.146,0.09,0.004,0.396,0.004,0.044,0.212,0.104
0.066,0.09,0.042,0.244,0.016,0.1,0.394,0.048
0.108,0.234,0.008,0.128,0.042,0.35,0.074,0.056
0.104,0.174,0.0,0.506,0.016,0.034,0.084,0.082
0.094,0.208,0.002,0.202,0.058,0.206,0.086,0.144
0.04,0.158,0.0,0.42,0.02,0.002,0.296,0.064
0.522,0.13,0.0,0.106,0.01,0.062,0.024,0.146
0.042,0.046,0.0,0.088,0.006,0.572,0.02,0.226
0.108,0.246,0.0,0.254,0.036,0.128,0.14,0.088
0.268,0.194,0.008,0.226,0.008,0.092,0.066,0.138
0.15,0.166,0.046,0.224,0.04,0.132,0.122,0.12
0.054,0.242,0.002,0.344,0.112,0.074,0.104,0.068
0.106,0.074,0.332,0.246,0.024,0.03,0.112,0.076
0.178,0.098,0.022,0.39,0.03,0.038,0.14,0.104
0.072,0.1,0.002,0.338,0.04,0.042,0.296,0.11
0.184,0.2,0.0,0.198,0.022,0.1,0.044,0.252
0.158,0.128,0.044,0.034,0.57,0.012,0.046,0.008
0.086,0.098,0.002,0.438,0.012,0.056,0.118,0.19
0.404,0.092,0.002,0.132,0.084,0.032,0.052,0.202
0.176,0.148,0.01,0.302,0.014,0.088,0.09,0.172
0.068,0.158,0.436,0.064,0.208,0.006,0.034,0.026
0.028,0.054,0.0,0.588,0.0,0.062,0.082,0.186
0.244,0.086,0.006,0.402,0.006,0.028,0.202,0.026
0.25,0.052,0.008,0.418,0.012,0.02,0.15,0.09
0.342,0.128,0.01,0.286,0.028,0.084,0.082,0.04
0.092,0.106,0.002,0.598,0.008,0.038,0.12,0.036
0.038,0.178,0.0,0.32,0.008,0.126,0.13,0.2
0.14,0.06,0.004,0.376,0.012,0.042,0.336,0.03
0.12,0.052,0.0,0.506,0.0,0.03,0.054,0.238
0.068,0.142,0.028,0.462,0.018,0.054,0.192,0.036
0.128,0.182,0.0,0.084,0.096,0.348,0.048,0.114
0.06,0.368,0.0,0.216,0.022,0.108,0.12,0.106
0.094,0.202,0.044,0.268,0.064,0.1,0.088,0.14
0.148,0.082,0.03,0.334,0.01,0.146,0.09,0.16
0.136,0.068,0.008,0.598,0.002,0.02,0.13,0.038
0.074,0.184,0.006,0.436,0.034,0.028,0.138,0.1
0.022,0.12,0.026,0.346,0.022,0.052,0.362,0.05
0.036,0.044,0.004,0.688,0.004,0.03,0.118,0.076
0.108,0.202,0.004,0.186,0.07,0.21,0.054,0.166
0.076,0.154,0.002,0.414,0.02,0.058,0.198,0.078
0.306,0.062,0.0,0.16,0.004,0.174,0.014,0.28
0.078,0.18,0.0,0.294,0.09,0.016,0.268,0.074
0.046,0.132,0.004,0.462,0.082,0.038,0.176,0.06
0.06,0.084,0.008,0.266,0.012,0.374,0.052,0.144
0.042,0.194,0.242,0.306,0.046,0.04,0.102,0.028
0.46,0.076,0.002,0.088,0.018,0.156,0.01,0.19
0.142,0.1,0.046,0.41,0.02,0.046,0.164,0.072
0.114,0.154,0.0,0.258,0.014,0.088,0.112,0.26
0.092,0.07,0.006,0.44,0.028,0.046,0.256,0.062
0.274,0.092,0.026,0.264,0.038,0.092,0.156,0.058
0.036,0.162,0.0,0.31,0.004,0.088,0.088,0.312
0.026,0.05,0.002,0.766,0.0,0.004,0.138,0.014
0.086,0.144,0.006,0.208,0.054,0.28,0.054,0.168
0.172,0.102,0.208,0.246,0.026,0.092,0.112,0.042
0.112,0.178,0.018,0.372,0.02,0.09,0.116,0.094
0.076,0.208,0.084,0.302,0.058,0.088,0.124,0.06
0.026,0.066,0.0,0.692,0.0,0.02,0.102,0.094
0.07,0.13,0.006,0.276,0.04,0.302,0.104,0.072
0.046,0.054,0.01,0.112,0.022,0.566,0.026,0.164
0.174,0.14,0.002,0.058,0.462,0.026,0.07,0.068
0.046,0.078,0.002,0.152,0.01,0.368,0.034,0.31
0.014,0.078,0.01,0.562,0.002,0.08,0.148,0.106
0.044,0.052,0.0,0.724,0.0,0.006,0.142,0.032
0.042,0.054,0.002,0.62,0.014,0.004,0.202,0.062
0.43,0.112,0.004,0.154,0.028,0.128,0.034,0.11
0.092,0.084,0.006,0.448,0.006,0.076,0.18,0.108
0.074,0.128,0.0,0.358,0.006,0.12,0.156,0.158
0.122,0.194,0.0,0.302,0.03,0.04,0.172,0.14
0.068,0.158,0.0,0.298,0.006,0.15,0.024,0.296
0.034,0.106,0.012,0.482,0.008,0.102,0.142,0.114
0.08,0.234,0.0,0.356,0.014,0.03,0.208,0.078
0.06,0.146,0.0,0.374,0.01,0.016,0.354,0.04
0.044,0.08,0.004,0.44,0.016,0.174,0.128,0.114
0.176,0.088,0.016,0.37,0.052,0.064,0.164,0.07
0.054,0.12,0.014,0.452,0.006,0.082,0.134,0.138
0.114,0.08,0.008,0.506,0.0,0.03,0.184,0.078
0.052,0.25,0.004,0.298,0.03,0.13,0.166,0.07
0.066,0.274,0.004,0.272,0.048,0.116,0.128,0.092
0.276,0.128,0.012,0.048,0.422,0.058,0.016,0.04
0.046,0.148,0.002,0.284,0.006,0.028,0.468,0.018
0.104,0.178,0.0,0.2,0.02,0.058,0.116,0.324
0.186,0.11,0.0,0.224,0.022,0.04,0.272,0.146
0.084,0.124,0.036,0.344,0.034,0.178,0.132,0.068
0.17,0.072,0.006,0.394,0.006,0.034,0.284,0.034
0.176,0.124,0.004,0.366,0.014,0.048,0.21,0.058
0.136,0.078,0.014,0.192,0.418,0.038,0.07,0.054
0.038,0.102,0.004,0.488,0.004,0.052,0.176,0.136
0.094,0.29,0.0,0.202,0.028,0.06,0.166,0.16
0.016,0.092,0.004,0.242,0.002,0.01,0.618,0.016
0.126,0.192,0.006,0.196,0.024,0.122,0.07,0.264
0.578,0.046,0.0,0.198,0.03,0.0,0.05,0.098
0.108,0.19,0.004,0.256,0.036,0.152,0.152,0.102
0.098,0.128,0.036,0.124,0.06,0.408,0.036,0.11
0.044,0.098,0.0,0.58,0.004,0.03,0.174,0.07
0.028,0.238,0.0,0.362,0.01,0.034,0.254,0.074
0.288,0.142,0.046,0.108,0.306,0.02,0.044,0.046
0.088,0.07,0.202,0.408,0.016,0.03,0.122,0.064
0.062,0.17,0.002,0.37,0.018,0.172,0.108,0.098
0.048,0.04,0.006,0.562,0.002,0.032,0.196,0.114
0.158,0.094,0.12,0.162,0.362,0.014,0.058,0.032
0.13,0.11,0.006,0.188,0.016,0.222,0.048,0.28
0.052,0.17,0.004,0.368,0.008,0.16,0.138,0.1
0.05,0.126,0.222,0.408,0.006,0.014,0.106,0.068
0.022,0.086,0.016,0.644,0.022,0.018,0.162,0.03
0.03,0.078,0.006,0.626,0.002,0.008,0.21,0.04
0.2,0.102,0.002,0.512,0.024,0.026,0.1,0.034
0.278,0.048,0.016,0.078,0.418,0.084,0.06,0.018
