Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,id
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28463
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15588
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16784
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16204
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,380379
0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,26497
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361181
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,444510
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,410729
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50196
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15567
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,44470
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4034
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252180
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,121818
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,192911
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,442
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11399
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,410592
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11510
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42171
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,18223
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40064
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104323
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,413857
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,253935
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,14199
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,325388
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,148980
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,32146
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5725
1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,22259
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9713
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,450460
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4929
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27236
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13732
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,13412
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,22183
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32692
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45756
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,220882
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11302
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,39053
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35164
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,135415
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,35580
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,50186
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,352498
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,21876
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2731
1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8991
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10583
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34151
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,66039
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60932
1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,268531
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,58235
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32318
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,360030
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7010
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,28090
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2043
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,450033
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,135990
0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,28162
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43930
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55059
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10881
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,103750
0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,46342
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263132
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352078
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,40229
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,447921
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,18870
0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,10606
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103195
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9080
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,415358
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9317
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5719
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30827
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26890
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27288
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,243797
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11829
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,42229
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,361358
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35101
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,390777
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38512
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141102
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38961
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,77519
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114876
0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,3057
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4497
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,348630
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,124134
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39057
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,395560
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,17335
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9672
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35121
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,142308
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10090
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38579
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26817
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,31667
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18164
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18902
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,285844
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159024
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13058
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15794
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,333295
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,47607
1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7092
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16232
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,67297
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,880
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16418
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,395181
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52290
0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2211
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135531
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,190899
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19972
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5920
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,31581
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14456
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,239518
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,336206
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,242906
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,133698
1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,79379
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,346470
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18570
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447655
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52296
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,358397
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13827
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12491
0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,448552
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58404
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14912
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20618
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388045
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39323
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48466
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382079
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,19237
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3043
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,37129
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15102
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24696
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84191
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,779
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42984
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450150
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238869
0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,49183
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46567
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18672
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,328255
1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,32407
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5508
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,280617
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36940
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13380
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148607
0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,15392
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90724
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,270261
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,390059
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450149
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1808
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,52657
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2088
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,22301
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8902
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53229
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,68684
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,323901
0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,24102
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,20556
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5971
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,365620
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8269
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,30877
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,13525
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11554
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31945
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,25670
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,278925
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,18044
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23637
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86843
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,448510
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6470
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,244316
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1947
1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,11209
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26594
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16700
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,191720
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84250
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,214761
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,414906
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14782
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9455
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,30698
0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,289143
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,389959
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,282313
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102949
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51243
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13493
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,16520
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,14556
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10046
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,25009
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,376050
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,102639
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14180
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54782
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45938
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103117
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,287935
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9054
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433245
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44251
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,245685
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,82501
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35452
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31165
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83103
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,322125
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337688
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,46914
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,431562
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,401546
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2333
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4946
0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,266353
1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,11335
0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,52139
0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17379
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,121789
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73245
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,318334
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,283317
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33442
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,210024
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,269650
0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,448965
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8391
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,426558
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31135
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422615
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28280
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,66943
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13173
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,482
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27201
1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,420803
0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16148
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5000
0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,36763
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35747
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,121835
0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,92499
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5644
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1294
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,353425
0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,20758
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353501
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,287525
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,140161
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8842
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,209293
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,376565
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,176124
0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,18174
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,37606
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,56919
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375612
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14903
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415813
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,233423
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,68280
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,351037
0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5185
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,16270
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340605
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,307649
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39105
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52333
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,20115
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10770
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16303
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,47914
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,254188
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,67018
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15993
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,28762
0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,201223
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,329718
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,407518
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,27123
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,380762
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413453
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83384
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,129112
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32480
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,30301
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,12698
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6521
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42701
0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,51532
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,25497
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53399
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,447460
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,449888
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,16555
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99494
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52212
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,62977
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,17422
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43384
1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,36222
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,169934
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,37141
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,37036
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345864
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,352205
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117804
