animation department,art department,camera and electrical department,cast,casting department,costume department,distributors,editorial department,genres,imdb_id,movie_status_code,mpaa,music department,plot,plot outline,rating,title,visual effects,votes
,,,55.0,,1.0,9.0,,"[u'Crime', u'Drama', u'Film-Noir', u'Romance', u'Thriller']",,True,,3.0,"[u""When Mrs. Tremayne is mysteriously poisoned with gas, ambulance driver Frank Jessup meets her refined but sensuous stepdaughter Diane, who quickly pursues and infatuates him. Under Diane's seductive influence, Frank is soon the Tremayne chauffeur; but he begins to suspect danger under her surface sweetness. When he shows signs of pulling away, Diane schemes to get him in so deep he'll never get out."", u""In California, the ambulance driver Frank Jessup and his partner head to a mansion in Beverly Hills to assist the millionaire Mrs. Catherine Tremayne that was poisoned with gas, but her doctor had already medicated her. When Frank is leaving the house, he meets Catherine's twenty year-old stepdaughter Diane Tremayne that follows him in her Jaguar. After-hours, they go to a restaurant and Frank finds an excuse to his girlfriend Mary Wilton to not visit her and he dates Diane and they go to a night-club. Diane has a crush on Frank and on the next morning, she meets Mary and tells to her what Frank and she did. Frank and Mary are saving money to open a garage since he is an efficient mechanic. Diane convinces Frank to be better paid working as a chauffeur for her family. Soon Frank learns that Diane hates her stepmother and he decides to quit his job. But Diane seduces him and he stay with the Tremayne family. When Mr. and Mrs. Tremayne have a fatal car accident, Diane and Frank become the prime suspect of the police and they go to court charged of murder. Now their only chance is the strategy of the efficient defense attorney Fred Barrett."", u'Ambulance driver Frank Jessup is ensnared in the schemes of the sensuous but dangerous Diane Tremayne.']",[u'Ambulance driver Frank Jessup is ensnared in the schemes of the sensuous but dangerous Diane Tremayne.'],7.3,[u'Angel Face'],,5239.0
,1.0,2.0,50.0,,1.0,17.0,1.0,"[u'Crime', u'Drama', u'Film-Noir', u'Mystery']",,True,,4.0,"[u'Detective Mark McPherson investigates the killing of Laura, found dead on her apartment floor before the movie starts. McPherson builds a mental picture of the dead girl from the suspects whom he interviews. He is helped by the striking painting of the late lamented Laura hanging on her apartment wall. But who would have wanted to kill a girl with whom every man she met seemed to fall in love? To make matters worse, McPherson finds himself falling under her spell too. Then one night, halfway through his investigations, something seriously bizarre happens to make him re-think the whole case.', u""When the famous advertising executive Laura Hunt is found dead in her apartment killed by a shotgun on a Friday night, Detective Lieutenant Mark McPherson is in charge of the investigation. He interviews the prime suspects and friends of Laura: the snob and arrogant journalist Waldo Lydecker who promoted Laura at the beginning of her career and fell in love with her; and her fianc\xe9, the playboy Shelby Carpenter. While investigating Laura's past through her diary and personal letters, Det. McPherson falls in love with her."", u""Beautiful Laura Hunt is found shot to death in her apartment. Hard nosed Lieutenant Mark McPherson is assigned as the lead investigator for the case. As he gets into the investigation, he learns that all the men in her life were in love with her including her fianc\xe9 Shelby Carpenter, and the women either loved her as a person or were envious and jealous of the attention she received from men. As he questions the suspects and witnesses, reads her diary and private letters, and most importantly stares at the large portrait of her that hangs over her mantle, McPherson himself falls under the spell of Laura Hunt. Three days into the investigation, someone walks through Laura's apartment door that changes the focus of the investigation and answers some nagging questions on McPherson's part, but also adds one more person to the long list of suspects."", u'A police detective falls in love with the woman whose murder he is investigating.']",[u'A police detective falls in love with the woman whose murder he is investigating.'],8.1,[u'Laura'],1.0,33399.0
,8.0,7.0,45.0,,5.0,19.0,,"[u'Action', u'Drama', u'History', u'War']",,True,,3.0,"[u'The theme is the founding of the state of Israel. The action begins on a ship filled with Jewish immigrants bound for Israel who are being off loaded on Cyprus. An Intelligence officer succeeds in getting them back on board their ship only to have the harbor blocked by the British with whom they must negotiate. The second part of the film is about the situation in Israel as independence is declared and most of their neighbors attack them.', u""Following World War II, the life of the Jewish nation is uncertain. The United Nations is contemplating taking a vote on creating a Jewish homeland in Palestine. Until then, many Jews are exiled from much of Europe - especially Germany - and as they have no where to go, they are sent to detention camps among other places Cypress. Ari Ben Canaan, a Palestinian Jew, wants to smuggle as many Jews as possible into Palestine. In his mind, the easiest way to influence the United Nations vote is by sheer numbers residing in Palestine. Ari commandeers a ship with 600 Jews, and after some obstacles, manages to make it to Palestine. Ari grew up in a mixed Arab/Jewish community in Palestine. His best childhood friend, Taha, is Arab and is now leader of the Arab section of the community. Regardless of the United Nations vote, the road to Ari's dream of a peaceful Jewish homeland in Palestine will be a difficult one because despite his own model community, extremist factions, both on the Jewish side and the anti-Zionist side, will never see living together in peace and advocate violence to achieve their own ends. Within this fray is widowed American nurse, Kitty Fremont. Kitty is initially naive about the conflict and hostile toward Ari's means of achieving his goals. However, she ultimately falls in love with him and with his dream despite their religious and cultural differences."", u'The state of Israel is created in 1948, resulting in war with its Arab neighbors.']","[u'The state of Israel is created in 1948, resulting in war with its Arab neighbors.']",6.8,[u'Exodus'],,7178.0
,8.0,13.0,27.0,3.0,3.0,19.0,10.0,"[u'Comedy', u'Drama']",,True,"[u'Rated R for strong sexuality and graphic images, and language']",10.0,"[u""Alternately tragic and comic, an exploration of the complexities of love in both its brightest and darkest corners. Adapted from John Irving's best-selling novel A Widow for One Year, the film is set in the privileged beach community of East Hampton, New York and chronicles one pivotal summer in the lives of famous children's book author Ted Cole (Jeff Bridges) and his beautiful wife Marion (Kim Basinger). Their once-great marriage has been strained by tragedy. Her resulting despondency and his subsequent infidelities have prevented the couple from confronting a much-needed change in their relationship. Eddie O'Hare, the young man Ted hires to work as his summer assistant, is the couple's unwitting yet willing pawn - and, ultimately, the catalyst in the transformation of their lives."", u""A writer's young assistant becomes both pawn and catalyst in his boss's disintegrating household.""]","[u""A writer's young assistant becomes both pawn and catalyst in his boss's disintegrating household.""]",6.7,[u'The Door in the Floor'],3.0,13756.0
,39.0,33.0,26.0,6.0,3.0,19.0,6.0,[u'Drama'],,True,[u'Rated PG-13 for nudity'],9.0,"[u'Nell is a girl who\'s been brought up in an isolated world. The only people she knew were her mother and twin sister. They lived together in a cottage in the forest. Nobody has ever met Nell. After her mother\'s death, she\'s discovered by the local doctor Jerome. He\'s fascinated by her, since she speaks a mangled language, developed by her sister and herself growing up, ""twin speak"" if you will. But Paula, a psychology student, wants her observed in a laboratory. The judge decides they get three months to observe her in the forest, after which he\'ll decide about Nell\'s future.', u""Nell is raised in the remote backwoods of North Carolina with her mother, never having met anyone else. When her mother finally dies, Nell must confront the outside world. Due to her isolation Nell never learned proper English, only a mangled form. Nice country doctor Jerome Lovell wants to help Nell adjust in her own protected surroundings, while psychology student Paula Olsen and her heartless boss Alexander Paley want to study this rare 'wild child' in their laboratory. But how long can Nell's world remain isolated?"", u'In a remote woodland cabin, a small town doctor discovers Nell - a beautiful young hermit woman with many secrets.']","[u'In a remote woodland cabin, a small town doctor discovers Nell - a beautiful young hermit woman with many secrets.']",6.5,[u'Nell'],,23518.0
,44.0,24.0,17.0,2.0,5.0,21.0,11.0,"[u'Action', u'Horror', u'Sci-Fi', u'Thriller']",,True,"[u'Rated R for strong sci-fi violence and gore, and for language']",15.0,"[u""Allegra Geller, the leading game designer in the world, is testing her new virtual reality game, eXistenZ with a focus group. As they begin, she is attacked by a fanatic assassin employing a bizarre organic gun. She flees with a young marketing trainee, Ted Pikul, who is suddenly assigned as her bodyguard. Unfortunately, her pod, an organic gaming device that contains the only copy of the eXistenZ game program, is damaged. To inspect it, she talks Ted into accepting a gameport in his own body so he can play the game with her. The events leading up to this, and the resulting game lead the pair on a strange adventure where reality and their actions are impossible to determine from either their own or the game's perspective."", u'A game designer on the run from assassins must play her latest virtual reality creation with a marketing trainee to determine if the game has been damaged.']",[u'A game designer on the run from assassins must play her latest virtual reality creation with a marketing trainee to determine if the game has been damaged.'],6.8,[u'eXistenZ'],24.0,80276.0
,44.0,58.0,27.0,11.0,7.0,30.0,11.0,[u'Drama'],,True,"[u'Rated PG-13 for some violence including domestic abuse, and language']",55.0,"[u'To escape an abusive boyfriend, without announcing her plans in advance, Jean Gilkyson takes her young daughter Griff to the Wyoming ranch of her father-in-law, Einar. Jean and Einar are disaffected, as he blames her for the death of his son in a car accident. Einar is taking care of his friend Mitch, who was attacked by a bear, and Einar does not know that he has a granddaughter. While Mitch heals and forgives the bear, Einar also changes his feelings regarding Jean, finally understanding that accidents happen and accepting her and loving Griff.', u""Trying to escape her abusive boyfriend, widowed Jean, her daughter Griff in tow, takes refuge in the only place she feels she can hide in safety -- the Wyoming ranch of her estranged father-in-law, Einar. Einar, who did not know of his granddaughter's existence, does not welcome them, as he still blames Jean for the car accident that ended the life of his son (to whom Jean was married) twelve years earlier, but he allows them to stay for the month, enough time for Jean to earn enough money to move elsewhere. The strain between Jean and Einar increases as she quickly begins a sexual relationship with Sheriff Curtis, whom Griff dislikes solely because of that relationship. Einar's ranching partner Mitch, who is recovering from a bear mauling and who is now permanently disabled, is Einar's voice of reason in trying to convince him to establish a caring relationship with the only family he has left. Mitch's perspective is in part due to the attacking bear -- now captured and on display in town -- with which he has a special attachment."", u'Desperate to provide care for her daughter, down-on-her-luck Jean moves in with her father in-law from whom she is estranged. Through time, they learn to forgive each other and heal old wounds.']","[u'Desperate to provide care for her daughter, down-on-her-luck Jean moves in with her father in-law from whom she is estranged. Through time, they learn to forgive each other and heal old wounds.']",7.0,[u'An Unfinished Life'],14.0,24943.0
1.0,37.0,39.0,58.0,4.0,4.0,34.0,8.0,"[u'Action', u'Crime', u'Thriller']",,True,"[u'Rated R for strong violence, pervasive language, sexuality, nudity and drug use']",13.0,"[u'When the hit-man Chev Chelios is poisoned by the criminal Verona, his friend and doctor Miles advises him that he must keep his adrenaline levels elevated to stay alive. Chev meets his girlfriend Eve and together they look for Verona to kill him.', u'Chev Chelios is a professional assassin working for the West Coast crime syndicate. Chev\'s girlfriend Eve doesn\'t know what Chev does and Chev is planning to quit the crime syndicate so he can spend more time with her. But for Chev, things about to get very bad, when he learns he has been injected with a poison called ""The Beijing Cocktail"" by his rival Verona, which will kill him if his heart rate drops. Trying to stay alive and seeking help from friend, Kaylo and Doc Miles, to keep his heart pumping. Chev sets out to find answers as well as protecting Eve, and get his revenge on those who have betrayed him before the poison kills him.', u'Professional assassin Chev Chelios learns his rival has injected him with a poison that will kill him if his heart rate drops.']",[u'Professional assassin Chev Chelios learns his rival has injected him with a poison that will kill him if his heart rate drops.'],7.0,[u'Crank'],25.0,203831.0
,66.0,54.0,108.0,7.0,10.0,42.0,15.0,"[u'Crime', u'Drama', u'History', u'Mystery', u'Thriller']",,True,"[u'Rated R for some strong killings, language, drug material and brief sexual images']",21.0,"[u""A serial killer in the San Francisco Bay Area taunts police with his letters and cryptic messages. We follow the investigators and reporters in this lightly fictionalized account of the true 1970's case as they search for the murderer, becoming obsessed with the case. Based on Robert Graysmith's book, the movie's focus is the lives and careers of the detectives and newspaper people."", u""Robert Graysmith is a cartoonist who works for the San Francisco Chronicle. His quirky ways irritate Paul Avery, a reporter whose drinking gets in the way of doing his job. The two become friends thanks to a shared interest: the Zodiac killer. Graysmith steadily becomes obsessed with the case, as Avery's life spirals into drunken oblivion. Graysmith's amateur sleuthing puts him onto the path of David Toschi, a police inspector who has thus far failed to catch his man; Sherwood Morrill, a handwriting expert; Linda del Buono, a convict who knew one of the Zodiac's victims; and others. Graysmith's job, his wife and his children all become unimportant next to the one thing that really matters: catching the Zodiac."", u'In the late 1960s/early 1970s, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.']","[u'In the late 1960s/early 1970s, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.']",7.7,[u'Zodiac'],99.0,326115.0
,34.0,39.0,135.0,5.0,14.0,21.0,15.0,"[u'Drama', u'Romance', u'Sport']",,True,[u'Rated PG-13 for some language and sexual humor'],35.0,"[u""In Las Vegas, Huck Cheever is a poker player, brilliant but also prone to let emotion take over. It's the week of the poker world series, and Huck must come up with the $10,000 entry fee, which he wins, loses, borrows, and loses - and even steals part of from Billie Offer, an earnest young woman who's new in town and who catches Huck's eye. By the time the tournament starts, Huck owes everyone. Complicating things is the arrival of Huck's father, whom Huck detests for having left his mother, a champion player in town to win. Can Huck learn to play poker the way he lives and to live the way he plays poker? Or is his only flush the sound of his life going down the toilet?"", u'A hotshot poker player tries to win a tournament in Vegas, but is fighting a losing battle with his personal problems.']","[u'A hotshot poker player tries to win a tournament in Vegas, but is fighting a losing battle with his personal problems.']",5.9,[u'Lucky You'],11.0,18652.0
,22.0,18.0,43.0,8.0,7.0,27.0,14.0,[u'Drama'],,True,,6.0,"[u""After gangster Mulligan's cars colony, fleeing northern justice, finds a hiding place in Alabama, spoiled, naive daughter Grace refuses to travel on after seeing the Manderlay cotton plantation being run under slavery rules, called Mam's law, inclusive flogging. She keeps half of dad's goons as guard to force the dying matriarch-owner's heirs, which she shamelessly dispossesses and reduces to 'staff', to taste destitution under absurd, gun-imposed contracts. The 'slaves' are made free partners, supposed to vote for progress after lessons from Grace. But almost all her democracy-pupils prove fickle, dumb and selfish, except old Willem. Her and their ignorance in Southern planting and crafty Dixie ways means more problems are created then solved. By the time dad returns to pick her up or abandon her for good, she's the one who has learned and changed the most."", u'In 1933, after leaving Dogville, while traveling with her father and his gangsters to the south of USA, Grace Margaret Mulligan sees a slave ready to be punished in a property called Manderlay. The slavery had been abolished seventy years ago, and Grace becomes revolted with the attitude of the owners of Manderlay, keeping slaves in their cotton fields and following predetermined despicable rules called ""Mam\'s Law"". Grace decides to stay with some gangsters in Manderlay and give notions of democracy to the slaves and to the white family. When harvest time comes, Grace sees the social and economical reality of Manderlay.', u'A story of slavery, set in the southern U.S. in the 1930s.']","[u'A story of slavery, set in the southern U.S. in the 1930s.']",7.4,[u'Manderlay'],22.0,19278.0
,8.0,18.0,34.0,1.0,6.0,6.0,3.0,"[u'Drama', u'Romance', u'Sci-Fi', u'Thriller', u'War']",,True,,5.0,"[u""Fictional historical account of what might have happened if Adolf Hitler had won the Second World War. Germany has corralled all European countries into a single state called Germania, and continues fighting against the Soviet Union. It is now 1964 and Germany's war crimes against the Jews have so far been kept a secret. Germany believes that an alliance with the United States would finally beat the Soviet war machine. As his 75th birthday approaches, Hitler wants to talk peace with President Joseph Kennedy. An SS homicide detective and an American journalist stumble into a plot to destroy all evidence of the genocide; evidence that could destroy the peace process with America and evidence that Nazi and SS leaders will stop at nothing to keep hidden."", u""Alternate reality where Nazi Germany won the Second World War after repulsing the Allied invasion at Normandy. Now in 1964, Germany continues fighting a bitter guerilla war with the Soviet Union and desperately needs an alliance with the United States in order to finally beat Stalin's war machine. However, when SS homicide detective Xavier March begins investigating the mysterious death of a retired Nazi Party official, a cover-up is revealed involving the Jewish Holocaust of World War II. With the assistance of an American journalist, March probes deeper and discovers the full truth about what happened to the Jews; a truth that could destroy the peace process with America and a truth that Nazi and SS leaders will stop at nothing to keep hidden.""]",[u'Fictional historical account of what might have happened if Adolf Hitler had won the Second World War...'],6.5,[u'Fatherland'],10.0,4637.0
,27.0,51.0,56.0,5.0,8.0,31.0,15.0,"[u'Sci-Fi', u'Thriller']",,True,"[u'Rated R for violence, sexual content, language and brief drug use']",19.0,"[u""Evan Treborn grows up in a small town with his single, working mother and his friends. He suffers from memory blackouts where he suddenly finds himself somewhere else, confused. Evan's friends and mother hardly believe him, thinking he makes it up just to get out of trouble. As Evan grows up he has fewer of these blackouts until he seems to have recovered. Since the age of seven he has written a diary of his blackout moments so he can remember what happens. One day at college he starts to read one of his old diaries, and suddenly a flashback hits him like a brick!"", u'Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.']","[u'Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.']",7.7,[u'The Butterfly Effect'],37.0,376026.0
,4.0,7.0,74.0,,1.0,36.0,1.0,"[u'Biography', u'Drama']",,True,,2.0,"[u'John Merrick (whose real name was Joseph, as this is based on a true story) is an intelligent and friendly man, but he is hated by his Victorian-era English society because he is severely deformed. Once he is discovered by a doctor, however, he is saved from his life in a freak show and he is treated like the human being that he really is.', u'In Victorian London, Dr. Frederick Treves with the London Hospital comes across a circus sideshow attraction run by a man named Bytes called ""The Elephant Man"". In actuality, the creature on display is indeed a man, twenty-one year old John Merrick who has several physical deformities, including an oversized and disfigured skull, and oversized and disfigured right shoulder. Brutish Bytes, his ""owner"", only wants whatever he can get economically by presenting Merrick as a freak. Treves manages to bring Merrick under his care at the hospital - not without several of its own obstacles, including being questioned by those in authority since Merrick cannot be cured. Treves initially believes Bytes\' assertion that mute Merrick is an imbecile, but ultimately learns that Merrick can speak and is a well-read and articulate man. As news of Merrick hits the London newspapers, he becomes a celebrated curiosity amongst London\'s upper class, including with Mrs. Kendal, a famed actress. Despite treated much more humanely, the question becomes whether Treves\' actions are a further exploitation of Merrick. And as Merrick becomes more famous, others try to get their two-cents worth from who still remains a curiosity and a freak to most, including to Bytes, who has since lost his meal ticket.', u'Based on the true story of Joseph Merrick, a 19th-century Englishman afflicted with a disfiguring congenital disease. With the help of kindly Dr. Frederick Treves, Merrick attempts to regain the dignity he lost after years spent as a side-show freak.', u'A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous facade, there is revealed a person of intelligence and sensitivity.']","[u'A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous facade, there is revealed a person of intelligence and sensitivity.']",8.2,[u'The Elephant Man'],1.0,171964.0
,,18.0,2.0,,,19.0,8.0,"[u'Adventure', u'Drama', u'Mystery']",,True,[u'Rated R for language'],,"[u""Two friends that call each other Gerry decide to hide in the wilderness in order to see something. However, they do not find what they're looking for. They decide to return to the car but they get lost in the desert, without water, supplies or a compass. Now they have to walk, trying to find the road to survive."", u'A friendship between two young men is tested when they go for a hike in a desert and forget to bring any water or food with them.']",[u'A friendship between two young men is tested when they go for a hike in a desert and forget to bring any water or food with them.'],6.2,[u'Gerry'],4.0,15675.0
,23.0,49.0,45.0,5.0,6.0,19.0,9.0,"[u'Crime', u'Drama', u'Thriller']",,True,"[u'Rated PG-13 for intense scenes of domestic violence, some sensuality and language']",13.0,"[u""An abused woman discovers that the dream man she married isn't who she thought he was. She and her daughter try to escape (aided by her previous boyfriend), but he pursues her relentlessly. Fearing also for the safety of her daughter, she decides that there's only one way out of the marriage: kill him."", u'After running away fails, a terrified woman (Jennifer Lopez) empowers herself in order to battle her abusive husband (Billy Campbell).']","[u'After running away fails, a terrified woman (Jennifer Lopez) empowers herself in order to battle her abusive husband (Billy Campbell).']",5.6,[u'Enough'],3.0,31973.0
,41.0,18.0,33.0,2.0,5.0,7.0,8.0,"[u'Drama', u'Mystery', u'Romance']",,True,[u'Rated PG-13 for elements of theme and some sensuality'],10.0,"[u'The film tells the story of Russian emigree and the only survivor from ship crash Yanko Goorall and servant Amy Foster in the end of 19th century. When Yanko enters a farm sick and hungry after the shipwreck, everyone is afraid of him, except for Amy, who is very kind and helps him. Soon he becomes like a son for Dr. James Kennedy and romance between Yanko and Amy follows.']",[u'The film tells the story of Russian emigree and the only survivor from ship crash Yanko Goorall and servant Amy Foster in the end of 19th century...'],6.9,[u'Swept from the Sea'],11.0,2462.0
,5.0,7.0,29.0,,2.0,3.0,2.0,"[u'Comedy', u'Horror', u'Romance']",,True,"[u'Rated R for some disturbing violence/behavior, strong sexuality, nudity and language']",2.0,"[u'The obnoxious, cynical and sarcastic web designer Owen lives with his girlfriend Isabelle. Owen has analysis with his psychiatrist Florence since he feels guilty for the fire that killed his parents and deformed his sister Beatrice. When Isabelle discloses that she is pregnant, she asks Owen to make up with his only family composed by his estranged grandmother Violet and Beatrice. Owen warns Isabelle that Violet is a nasty woman, but they travel to his hometown. They learn that Violet is a despicable woman that keeps Beatrice locked in her room. Isabelle realizes that Owen has told the truth about Violet, but they stay for a couple of days more because of Beatrice with tragic consequences.', u""When Owen is forced to confront the past he's been running from his whole adult life, he and his girlfriend, Isabel, become entangled in a horrifying web of lies, deceit and murder.""]","[u""When Owen is forced to confront the past he's been running from his whole adult life, he and his girlfriend, Isabel, become entangled in a horrifying web of lies, deceit and murder.""]",5.9,[u'Trash Fire'],5.0,1381.0
,2.0,6.0,24.0,,2.0,12.0,1.0,"[u'Crime', u'Drama', u'Mystery']",,True,[u'Rated R for a violent scene with nudity (re-rating) (1996)'],1.0,"[u'San Francisco Police Lieutenant Virgil Tibbs is called in to investigate when a liberal street preacher and political candidate is accused of murdering a prostitute. Tibbs is also battling domestic woes, including a frustrated wife and a rebellious adolescent son.', u'In San Francisco, a high-priced call girl is murdered and the case is assigned to Police Lieutenant Virgil Tibbs.']","[u'In San Francisco, a high-priced call girl is murdered and the case is assigned to Police Lieutenant Virgil Tibbs.']",6.0,[u'They Call Me Mister Tibbs!'],,2402.0
,20.0,26.0,63.0,2.0,7.0,27.0,11.0,"[u'Crime', u'Drama', u'Thriller']",,True,"[u'Rated R for violence, sexuality and language']",12.0,"[u'Millionaire industrialist Steven Taylor is a man who has everything but what he craves most: the love and fidelity of his wife. A hugely successful player in the New York financial world, he considers her to be his most treasured acquisition. But she needs more than simply the role of dazzling accessory. Brilliant in her own right, she works at the U.N. and is involved with a struggling artist who fulfills her emotional needs. When her husband discovers her indiscretion, he sets out to commit the perfect murder and inherit her considerable trust fund in the bargain.', u""She is sleeping with an artist. Her husband, much older than she, is controlling; plus, he's a rich international investor in financial trouble. Then we learn that she's in love with the artist, that she has her own fortune, which the artist is possibly more interested in than in her, and that her husband has figured out she's having an affair. He approaches the artist with plans for a perfect murder. But the best laid plans gang aft a-gley."", u'A remake of the Alfred Hitchcock classic Dial M for Murder (1954).']",[u'A remake of the  classic  (1954).'],6.5,[u'A Perfect Murder'],1.0,66727.0
,94.0,64.0,85.0,13.0,53.0,43.0,23.0,"[u'Action', u'Adventure', u'Biography', u'Drama', u'History', u'Romance', u'War']",,True,[u'Rated R for violence and some sexuality/nudity'],14.0,"[u""Conquering 90% of the known world by the age of 25, Alexander the Great led his armies through 22,000 miles of sieges and conquests in just eight years. Coming out of tiny Macedonia (today part of Greece), Alexander led his armies against the mighty Persian Empire, drove west to Egypt, and finally made his way east to India. This film will concentrate on those eight years of battles, as well as his relationship with his boyhood friend and battle mate, Hephaestion. Alexander died young, of illness, at 33. Alexander's conquests paved the way for the spread of Greek culture (facilitating the spread of Christianity centuries later), and removed many of the obstacles that might have prevented the expansion of the Roman Empire. In other words, the world we know today might never have been if not for Alexander's bloody, yet unifying, conquest."", u""'Alexander' traces the short, but adventurous life of the Macedonian conqueror, Alexander the Great (356-323 B.C.), who conquered almost the entire known world of his era. From his childhood as the son of King Philip, to acending the thrown at age 20 in 336 B.C. upon his father's murder, and starting in 334 B.C., Alexander crossed into Asia on his 11-year conquest of the known world. From his conquests of Egypt, to battles with the Persians and the capture of Babylon, operations near Maracanda and in Afghanistan, and pushing all the way to India where he reigned unchallenged before his sudden death at age 32. Though Alexander made use of the well-oiled army created by his father, he pushed the limits of Macedonian & Greek power to levels King Philip could not have dreamed of."", u'Historical, glamorous biopic (with mystical and religious elements) about the life of famous Macedonian ruler and conqueror Alexander, the Great (appr. 356-323 B.C.), mainly concentrating on his youth and his conquering of Persia and India. The son of Macedonian king Phillip II and his wife Olympias became king when he was 20 years old and died with 32, by this time having conquered 90% of the world as it was explored by the time he lived, ruling over parts of three continents and several countries.', u'Alexander, the King of Macedonia and one of the greatest military leaders in the history of warfare, conquers much of the known world.']","[u'Alexander, the King of Macedonia and one of the greatest military leaders in the history of warfare, conquers much of the known world.']",5.5,[u'Alexander'],237.0,143369.0
,8.0,13.0,48.0,2.0,4.0,11.0,6.0,"[u'Comedy', u'Drama', u'Romance']",,True,[u'Rated PG-13 for sensuality and brief language'],10.0,"[u""Sparks fly and cultures collide in this romantic comedy about a casual night of passion that turns into the love of a lifetime. Alex Whitman is a New Yorker sent to Las Vegas to oversee a construction project. There he meets Isabel Fuentes, and some serious chemistry brings them together for one night. But Alex doesn't see Isabel again until three months later, when he learns she is pregnant. On a whim and prayer, he proposes. However, there's more to marriage than a Vegas chapel and an Elvis impersonator, as Alex and Isabel soon learn."", u'After a chance meeting in Las Vegas and a night together at his place, a young American construction supervisor, Alex Whitman, leaves Mexican photographer Isabel Fuentes pregnant. She finds him a few months later just to let him know what happened. In the rush of the moment he follows her and they decide to get married. After that, a clash of customs and ideas develops in their families and in their relationship because of their different cultural and national backgrounds.', u""After a one night stand with Alex, Isabel realizes that she is pregnant and they decide to get married. However, along with the marriage comes compromise of one's own cultural traditions.""]","[u""After a one night stand with Alex, Isabel realizes that she is pregnant and they decide to get married. However, along with the marriage comes compromise of one's own cultural traditions.""]",6.0,[u'Fools Rush In'],1.0,28317.0
,11.0,24.0,26.0,3.0,4.0,47.0,5.0,"[u'Horror', u'Mystery', u'Thriller']",,True,"[u'Rated PG-13 for mature thematic material, disturbing images/terror/violence, and some sensuality']",26.0,"[u'Karen Davis, an American Nurse, moves to Tokyo and encounters a supernatural spirit who is vengeful and often possesses its victims. A series of horrifying and mysterious deaths start to occur, with the spirit passing its curse onto each victim. Karen must now find away to break this spell, before she becomes its next victim.', u""Caretaker Yoko doesn't show up for work so exchange student nurse Karen is sent to take care of an American family living in a house in Tokyo. She discovers the haunting spirits of the Grudge and investigates the ghosts and they're reason for haunting."", u""The normal fa\xe7ade of a modest house in Tokyo belies the hidden terror within. It is possessed by a violent plague that destroys the lives of everyone who enters. Known as The Grudge, this curse causes its victims to die in the grip of a powerful rage. Those who are fatally afflicted by the curse die and a new curse is born--passed like a virus to all those who enter the house in an endless, growing chain of horror. Karen is an exchange student studying social work in Japan who innocently agrees to cover for a nurse who didn't show up for work. When she enters the assigned home, she discovers an elderly American woman, Emma, who is lost in a catatonic state while the rest of the house appears deserted and disheveled. As she is tending to the stricken old woman, Karen hears scratching sounds from upstairs. When she investigates, she is faced with a supernatural horror more frightening than she could ever imagine. Within this house, a chain of terror has been set in motion resulting from a terrifying evil that was born years before. As more people die, Karen is pulled into the cycle of horror and learns the secret of the vengeful curse that has taken root in this house. Now she must stop it before it's too late."", u""After Yoko fails to show up for work, Karen Davis, an exchange Nurse-student from the states living in Tokyo, is asked to check on Emma an American lady, who recently moved to Japan with her son, daughter and daughter in-law Jennifer. Whilst inside the house, Karen is alarmed by Emma's unusual behavior: She is mute and sleeps through the day. Karen then soon discovers that the house is haunted by a curse, a curse that will consume anyone who enters the house. Now after several horrific deaths, she finds herself locked in a race against time for she too is consumed by The Grudge..."", u""Karen Davis is a woman residing in Japan with her boyfriend, who is studying there. Temporarily assigned to be caretaker for a woman with severe sleeping disorder, Karen goes to the patient's house. What she finds is something she would never expect. The house is plagued by the presence of murderous ghosts, the result of a curse. The curse is born from someone dying in a powerful rage. Now, Karen finds herself being tormented by that curse, as it eventually starts claiming it's victims."", u'An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim.']","[u'An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim.']",5.9,[u'The Grudge'],22.0,119959.0
